AverageDailyVolume,BookValue,Change,ChangeFromFiftydayMovingAverage,ChangeFromTwoHundreddayMovingAverage,ChangeFromYearHigh,ChangeFromYearLow,Change_PercentChange,ChangeinPercent,DaysHigh,DaysLow,DaysRange,DividendPayDate,DividendShare,DividendYield,EBITDA,EPSEstimateCurrentYear,EPSEstimateNextQuarter,EPSEstimateNextYear,EarningsShare,FiftydayMovingAverage,LastTradeTime,MarketCapitalization,OneyrTargetPrice,Open,PEGRatio,PERatio,PercebtChangeFromYearHigh,PercentChange,PercentChangeFromFiftydayMovingAverage,PercentChangeFromTwoHundreddayMovingAverage,PercentChangeFromYearLow,PreviousClose,PriceBook,PriceEPSEstimateCurrentYear,PriceEPSEstimateNextYear,PriceSales,ShortRatio,StockExchange,TwoHundreddayMovingAverage,Volume,symbol
2398410,4.644,-0.415,1.671,0.451,-6.745,22.415,-0.415 - -0.950%,-0.950%,43.560,42.810,42.810 - 43.560,,,,579.00M,1.070,0.410,1.790,-10.371,41.584,3:27pm,8.53B,53.330,43.310,1.220,,-13.490%,-0.950%,+4.018%,+1.054%,+107.558%,43.670,9.404,40.425,24.165,6.070,2.290,NYQ,42.804,1388261,NFX
2730830,11.82,-0.12,-0.09,-0.86,-4.81,1.25,-0.12 - -0.54%,-0.54%,22.14,21.93,21.93 - 22.14,2/17/2017,0.70,3.12,1.35B,1.07,0.64,1.16,0.94,22.22,2:23pm,7.14B,24.04,22.07,2.28,23.52,-17.85%,-0.54%,-0.41%,-3.73%,+5.99%,22.25,1.88,20.68,19.08,1.67,2.28,NYQ,22.99,1250959,NI
8988590,7.441,+0.055,3.303,3.121,-8.935,7.495,+0.055 - +0.097%,+0.097%,56.760,56.210,56.210 - 56.760,1/3/2017,0.720,1.280,5.18B,2.340,0.580,2.640,2.268,53.202,2:10pm,93.49B,61.810,56.290,2.000,24.914,-13.654%,+0.097%,+6.208%,+5.847%,+15.293%,56.450,7.586,24.147,21.403,2.787,2.970,NYQ,53.384,4003808,NKE
3033600,11.88,+0.17,2.88,-2.37,-11.00,4.66,+0.17 - +0.38%,+0.38%,45.05,44.45,44.45 - 45.05,12/6/2016,1.24,2.80,1.62B,2.68,0.67,2.94,1.39,42.06,3:11pm,16.06B,48.82,44.56,2.23,32.33,-19.66%,+0.38%,+6.86%,-5.01%,+11.57%,44.77,3.77,16.77,15.29,2.54,1.87,NYQ,47.31,1943802,NLSN
1118400,30.0400,+2.1181,9.2441,14.8921,-12.0619,57.2881,+2.1181 - +0.8839%,+0.8839%,241.9900,238.9500,238.9500 - 241.9900,12/21/2016,3.6000,1.5200,3.65B,11.8900,2.9200,13.3500,12.1900,232.4940,3:55pm,42.21B,257.7200,239.1400,2.3900,19.8309,-4.7525%,+0.8839%,+3.9761%,+6.5649%,+31.0589%,239.6200,7.9767,20.3312,18.1077,1.7071,1.5100,NYQ,226.8460,648014,NOC
3604180,37.24,-0.24,1.94,4.30,-3.21,13.86,-0.24 - -0.59%,-0.59%,40.63,40.01,40.01 - 40.63,12/16/2016,0.20,0.51,-733.67M,-0.38,-0.13,0.83,-6.41,38.48,4:01pm,15.20B,38.12,40.19,19.44,,-7.36%,-0.59%,+5.04%,+11.91%,+52.21%,40.66,1.09,,48.70,2.11,7.95,NYQ,36.12,3281085,NOV
6517450,9.64,+0.70,2.35,4.88,-0.83,7.73,+0.70 - +4.17%,+4.17%,17.75,16.73,16.73 - 17.75,2/15/2017,0.12,0.72,2.77B,0.98,-0.25,0.42,-19.17,15.14,4:03pm,5.52B,17.68,16.74,0.15,,-4.53%,+4.17%,+15.49%,+38.71%,+79.20%,16.79,1.74,17.85,51.44,0.41,2.15,NYQ,12.61,8390729,NRG
2009180,42.73,+0.22,7.75,21.43,-0.71,50.70,+0.22 - +0.18%,+0.18%,123.42,121.16,121.16 - 123.42,3/10/2017,2.44,2.01,4.10B,6.15,1.60,6.85,5.62,114.96,4:02pm,35.65B,118.04,122.44,1.65,21.83,-0.58%,+0.18%,+6.74%,+21.16%,+70.41%,122.49,2.87,19.95,17.91,3.60,1.17,NYQ,101.28,2285818,NSC
3097290,10.10,-0.59,1.91,4.15,-0.97,16.43,-0.59 - -1.49%,-1.49%,39.50,38.85,38.85 - 39.50,1/25/2017,0.76,1.93,715.00M,2.57,0.78,2.88,1.10,37.02,4:00pm,10.72B,37.54,39.36,1.08,35.33,-2.43%,-1.49%,+5.15%,+11.95%,+73.02%,39.52,3.91,15.15,13.52,2.02,5.12,NMS,34.78,4608559,NTAP
1335970,38.88,+1.06,2.28,11.20,-2.50,33.87,+1.06 - +1.21%,+1.21%,88.83,86.55,86.55 - 88.83,4/1/2017,1.52,1.78,0.00,4.71,1.20,5.27,4.32,86.36,2:45pm,20.26B,89.53,87.83,1.57,20.52,-2.74%,+1.21%,+2.64%,+14.46%,+61.84%,87.58,2.25,18.82,16.82,4.01,1.90,NMS,77.44,644067,NTRS
3247650,24.63,+1.00,3.89,9.28,-3.91,26.32,+1.00 - +1.59%,+1.59%,64.68,63.11,63.11 - 64.68,2/10/2017,1.51,2.47,2.12B,3.58,1.06,4.02,2.48,60.20,2:29pm,20.50B,64.76,63.18,0.77,25.84,-5.75%,+1.59%,+6.46%,+16.94%,+69.68%,63.09,2.56,17.80,15.94,1.25,1.76,NYQ,54.81,1959343,NUE
18041000,10.42,+0.16,0.07,26.83,-11.98,81.72,+0.16 - +0.15%,+0.15%,109.80,107.76,107.76 - 109.80,3/17/2017,0.56,0.49,2.13B,2.77,0.61,3.34,2.57,108.88,3:58pm,60.24B,115.82,108.90,3.37,42.39,-9.91%,+0.15%,+0.06%,+32.68%,+300.22%,108.78,10.44,39.33,32.62,8.71,2.16,NMS,82.11,1634481,NVDA
4303440,23.57,-0.27,0.77,-2.23,-8.19,11.23,-0.27 - -0.57%,-0.57%,47.60,47.12,47.12 - 47.60,3/15/2017,0.76,1.62,2.35B,3.05,0.85,3.44,1.25,46.49,3:47pm,22.88B,56.13,47.48,1.44,37.87,-14.77%,-0.57%,+1.66%,-4.50%,+31.17%,47.53,2.02,15.50,13.74,1.73,4.64,NYQ,49.49,2445863,NWL
681876,18.85,+0.10,0.92,0.34,-1.77,2.55,+0.10 - +0.75%,+0.75%,13.52,13.20,13.20 - 13.52,4/19/2017,0.20,1.47,700.00M,1.39,0.00,1.61,-0.63,12.53,4:00pm,7.81B,32.60,13.20,0.00,,-11.63%,+0.75%,+7.32%,+2.56%,+23.39%,13.35,0.71,,,0.95,2.64,NMS,13.11,1495515,NWS
2347650,18.85,+0.02,0.94,0.35,-1.58,2.63,+0.02 - +0.15%,+0.15%,13.22,12.98,12.98 - 13.22,4/19/2017,0.20,1.50,700.00M,0.40,0.14,0.50,-0.63,12.16,4:00pm,7.61B,14.73,13.04,3.82,,-10.76%,+0.15%,+7.73%,+2.78%,+25.12%,13.08,0.69,32.75,26.20,0.93,3.06,NMS,12.75,2653773,NWSA
1853880,24.59,-0.46,1.01,-0.95,-11.98,7.60,-0.46 - -0.76%,-0.76%,60.55,59.71,59.71 - 60.55,2/15/2017,2.53,4.12,978.07M,1.10,0.30,1.23,1.10,59.31,4:01pm,15.60B,61.50,60.49,11.20,54.64,-16.57%,-0.76%,+1.71%,-1.56%,+14.42%,60.78,2.47,54.84,49.04,14.57,9.56,NYQ,61.27,1436414,O
2285760,1.02,-0.34,-1.63,2.93,-4.86,34.67,-0.34 - -0.62%,-0.62%,55.02,54.36,54.36 - 55.02,2/14/2017,2.46,4.45,1.65B,1.70,0.43,1.89,1.35,56.24,2:43pm,11.50B,54.46,54.67,6.48,40.33,-8.17%,-0.62%,-2.90%,+5.67%,+173.87%,54.95,53.98,32.12,28.89,1.41,7.34,NYQ,51.68,1114972,OKE
1676060,9.852,+0.565,0.018,1.227,-4.065,10.495,+0.565 - +0.664%,+0.664%,85.720,85.000,85.000 - 85.720,4/7/2017,2.200,2.580,2.30B,5.060,1.430,5.490,4.780,85.577,3:56pm,20.19B,84.200,85.000,2.460,17.907,-4.534%,+0.664%,+0.021%,+1.455%,+13.975%,85.030,8.631,16.916,15.591,1.301,11.080,NYQ,84.368,1246992,OMC
12634800,11.81,+0.31,1.82,1.69,-0.59,5.64,+0.31 - +0.75%,+0.75%,41.48,40.89,40.89 - 41.48,1/26/2017,0.60,1.47,14.60B,2.56,0.78,2.80,2.10,39.59,4:00pm,169.88B,43.58,40.96,1.90,19.77,-1.40%,+0.75%,+4.61%,+4.26%,+15.77%,41.10,3.48,16.18,14.79,4.53,2.66,NYQ,39.72,9210761,ORCL
839663,17.52,+1.10,-1.75,-5.58,-22.22,22.60,+1.10 - +0.41%,+0.41%,271.16,268.72,268.72 - 271.16,,,,1.92B,12.38,3.16,14.00,10.73,272.37,4:00pm,25.13B,311.50,268.72,1.48,25.22,-7.59%,+0.41%,-0.64%,-2.02%,+9.11%,269.52,15.38,21.88,19.33,2.91,6.96,NMS,276.20,660819,ORLY
4767040,28.13,+0.05,-1.95,-4.43,-11.27,2.84,+0.05 - +0.07%,+0.07%,67.66,66.75,66.75 - 67.66,1/13/2017,3.04,4.44,3.23B,1.23,0.27,2.06,-0.75,69.16,4:02pm,51.36B,76.46,66.87,0.34,,-14.36%,+0.07%,-2.83%,-6.18%,+4.41%,67.16,2.39,54.64,32.63,5.09,2.82,NYQ,71.64,4673910,OXY
1973910,5.06,+0.11,-0.95,0.53,-2.80,9.33,+0.11 - +0.19%,+0.19%,59.53,58.85,58.85 - 59.53,2/15/2017,1.84,3.15,1.31B,2.22,0.54,2.40,2.15,60.33,4:00pm,21.31B,58.93,59.33,2.99,27.62,-4.50%,+0.19%,-1.58%,+0.90%,+18.64%,59.27,11.71,26.75,24.74,6.94,10.01,NMS,58.85,1516189,PAYX
3919490,15.85,+0.05,0.07,1.82,-0.97,5.36,+0.05 - +0.26%,+0.26%,19.17,18.95,18.95 - 19.17,2/15/2017,0.68,3.63,0.00,0.96,0.23,1.09,0.92,19.09,4:00pm,5.92B,18.61,19.13,9.76,20.83,-4.82%,+0.26%,+0.39%,+10.47%,+38.84%,19.11,1.21,19.96,17.58,4.62,10.00,NMS,17.34,3972362,PBCT
3305750,-0.546,+0.012,-1.784,-3.176,-8.495,0.905,+0.012 - +0.094%,+0.094%,13.480,13.220,13.220 - 13.480,3/13/2017,0.750,5.690,757.23M,1.760,0.410,1.890,0.506,15.099,2:42pm,2.48B,17.000,13.300,1.870,26.314,-38.950%,+0.094%,-11.818%,-19.258%,+7.293%,13.302,,7.565,7.045,0.726,3.790,NYQ,16.491,1387437,PBI
2042980,19.33,-0.21,2.99,8.62,-0.26,21.69,-0.21 - -0.30%,-0.30%,70.07,69.27,69.27 - 70.07,3/7/2017,0.96,1.40,2.94B,3.55,0.92,4.08,1.48,66.87,3:28pm,24.50B,68.40,69.68,3.93,47.20,-0.37%,-0.30%,+4.47%,+14.07%,+45.03%,70.07,3.63,19.68,17.12,1.44,4.30,NMS,61.24,997911,PCAR
2039110,34.35,-0.34,1.66,1.73,-2.45,8.27,-0.34 - -0.54%,-0.54%,63.21,62.30,62.30 - 63.21,1/15/2017,1.96,3.09,4.29B,3.72,0.66,3.66,1.67,61.32,3:28pm,31.85B,66.25,62.85,3.17,37.80,-3.74%,-0.54%,+2.71%,+2.83%,+15.12%,63.32,1.84,16.93,17.21,1.87,2.38,NYQ,61.25,1338893,PCG
382561,198.62,+11.67,93.63,161.81,-3.04,500.90,+11.67 - +0.71%,+0.71%,1651.27,1628.00,1628.00 - 1651.27,,,,4.01B,64.71,10.62,74.49,39.18,1555.33,4:00pm,81.37B,1740.66,1631.30,1.51,42.09,-0.18%,+0.71%,+6.02%,+10.88%,+43.63%,1637.29,8.24,25.48,22.14,7.77,3.36,NMS,1487.15,279032,PCLN
1768110,14.76,+0.05,1.81,-0.36,-6.86,7.08,+0.05 - +0.11%,+0.11%,43.57,42.67,42.67 - 43.57,1/27/2017,0.96,2.24,436.98M,2.33,0.66,2.44,2.15,41.73,3:18pm,4.15B,41.85,43.25,1.89,20.21,-13.61%,+0.11%,+4.33%,-0.83%,+19.42%,43.49,2.95,18.93,17.84,0.74,8.18,NMS,43.90,1077461,PDCO
2378610,26.68,-0.29,-0.51,0.53,-4.27,3.86,-0.29 - -0.67%,-0.67%,43.38,42.77,42.77 - 43.38,12/30/2016,1.64,3.78,3.53B,2.88,0.86,2.92,2.54,43.65,3:18pm,21.82B,45.88,43.05,12.88,16.98,-9.01%,-0.67%,-1.17%,+1.25%,+9.83%,43.43,1.63,14.98,14.77,2.38,4.55,NYQ,42.61,2203941,PEG
4204260,8.88,-0.09,2.68,1.38,-4.11,10.68,-0.09 - -0.08%,-0.08%,107.25,104.77,104.77 - 107.25,3/31/2017,3.01,2.84,12.08B,4.80,0.96,5.16,4.56,104.15,3:28pm,153.21B,115.03,105.35,3.41,23.44,-3.70%,-0.08%,+2.57%,+1.30%,+11.11%,106.92,12.04,22.26,20.70,2.48,1.78,NYQ,105.45,6413251,PEP
24813300,10.43,+0.76,1.24,0.51,-3.88,4.77,+0.76 - +2.32%,+2.32%,33.58,32.69,32.69 - 33.58,3/1/2017,1.28,3.96,19.67B,2.56,0.67,2.79,1.17,32.27,4:01pm,203.35B,37.48,32.78,1.98,28.57,-10.38%,+2.32%,+3.83%,+1.54%,+16.60%,32.75,3.14,13.09,12.01,3.76,1.30,NYQ,33.00,50244952,PFE
1447910,35.55,+0.69,3.88,8.55,0.00,27.02,+0.69 - +1.11%,+1.11%,62.75,61.89,61.89 - 62.75,3/31/2017,1.80,2.96,1.95B,4.88,1.21,5.28,4.50,58.87,3:39pm,18.04B,61.33,62.27,1.62,13.94,+0.00%,+1.11%,+6.59%,+15.77%,+75.62%,62.06,1.75,12.86,11.88,1.44,4.49,NYQ,54.20,835259,PFG
8957310,20.35,+3.19,4.98,4.86,-0.07,11.95,+3.19 - +3.63%,+3.63%,91.12,89.81,89.81 - 91.12,2/15/2017,2.68,3.04,17.77B,3.85,0.80,4.14,5.46,86.07,3:57pm,232.77B,90.53,89.81,3.04,16.68,-0.08%,+3.63%,+5.79%,+5.64%,+15.11%,87.86,4.32,23.65,21.99,3.44,3.78,NYQ,86.19,24041105,PG
2933420,13.722,+0.835,1.648,4.634,-0.150,7.745,+0.835 - +2.230%,+2.230%,38.435,37.750,37.750 - 38.435,2/10/2017,0.680,1.810,1.80B,2.100,0.480,2.330,1.760,36.637,3:13pm,22.20B,36.770,37.750,2.960,21.753,-0.390%,+2.230%,+4.497%,+13.772%,+25.360%,37.450,2.729,18.231,16.431,0.927,1.910,NYQ,33.651,3195467,PGR
1043200,33.97,+3.35,10.42,23.54,-0.46,57.52,+3.35 - +2.19%,+2.19%,156.44,153.07,153.07 - 156.44,3/3/2017,2.64,1.76,1.60B,7.33,2.08,7.85,6.48,145.56,3:22pm,20.79B,158.27,153.43,2.16,24.06,-0.29%,+2.19%,+7.16%,+17.77%,+58.42%,152.63,4.49,21.28,19.87,1.82,4.58,NYQ,132.44,1424262,PH
5273830,14.602,+0.185,1.716,1.870,-0.725,5.415,+0.185 - +0.861%,+0.861%,21.680,21.280,21.280 - 21.680,4/4/2017,0.360,1.670,1.03B,2.230,0.450,2.670,1.748,19.959,2:51pm,6.89B,23.960,21.400,0.650,12.400,-3.237%,+0.861%,+8.599%,+9.442%,+33.303%,21.490,1.472,9.720,8.118,0.891,3.850,NYQ,19.805,2755124,PHM
690792,19.55,+1.15,2.71,2.42,-1.73,10.20,+1.15 - +2.11%,+2.11%,55.67,54.25,54.25 - 55.67,5/10/2017,0.28,0.52,389.80M,2.83,0.67,3.16,2.12,52.84,4:02pm,6.12B,54.13,54.33,2.43,26.15,-3.02%,+2.11%,+5.12%,+4.56%,+22.49%,54.40,2.78,19.63,17.58,2.83,5.64,NYQ,53.13,1078157,PKI
2738730,27.21,-0.37,-1.80,-2.22,-5.32,12.53,-0.37 - -0.74%,-0.74%,50.23,48.95,48.95 - 50.23,12/30/2016,1.68,3.35,1.82B,-0.27,0.31,1.27,2.20,51.35,2:30pm,27.30B,15.46,50.15,-1.95,22.51,-9.70%,-0.74%,-3.51%,-4.29%,+33.85%,49.92,1.83,43.85,39.02,10.04,2.35,NYQ,51.77,1695386,PLD
4776550,-8.1780,+0.0924,7.3745,7.0576,-1.5276,15.8924,+0.0924 - +0.0901%,+0.0901%,102.8100,101.7672,101.7672 - 102.8100,1/10/2017,4.1600,4.0500,11.56B,4.8000,1.2000,5.2600,4.4800,95.2979,2:40pm,159.28B,104.0600,102.2900,2.2000,22.9179,-1.4660%,+0.0901%,+7.7384%,+7.3813%,+18.3134%,102.5800,,21.3901,19.5195,5.9637,2.9500,NYQ,95.6148,2045098,PM
2847880,94.38,+1.34,7.87,25.22,-0.48,50.04,+1.34 - +1.06%,+1.06%,127.92,125.37,125.37 - 127.92,2/5/2017,2.20,1.79,0.00,7.91,1.97,8.85,7.30,119.57,2:13pm,61.81B,125.45,126.28,1.96,17.46,-0.38%,+1.06%,+6.58%,+24.67%,+64.65%,126.10,1.34,16.11,14.40,4.15,1.82,NYQ,102.22,1726035,PNC
1111190,23.40,+0.53,0.75,-0.65,-7.84,13.23,+0.53 - +0.90%,+0.90%,59.21,58.26,58.26 - 59.21,2/10/2017,1.38,2.35,881.70M,3.47,1.02,3.79,2.86,58.40,4:02pm,10.75B,62.20,58.44,1.84,20.71,-11.70%,+0.90%,+1.29%,-1.08%,+28.81%,58.62,2.50,17.05,15.61,2.18,5.12,NYQ,59.80,640150,PNR
603829,43.64,-0.56,-0.11,1.38,-5.25,11.31,-0.56 - -0.72%,-0.72%,77.66,76.89,76.89 - 77.66,3/1/2017,2.62,3.33,1.41B,3.95,0.10,4.22,3.84,77.64,3:15pm,8.63B,77.71,77.52,3.73,20.17,-6.34%,-0.72%,-0.15%,+1.81%,+17.08%,78.09,1.79,19.63,18.37,2.49,4.40,NYQ,76.15,747805,PNW
1588690,19.06,+0.21,2.84,2.39,-15.62,11.76,+0.21 - +0.21%,+0.21%,101.67,100.91,100.91 - 101.67,3/10/2017,1.60,1.59,2.53B,6.23,1.86,6.89,3.28,98.54,2:24pm,26.76B,110.41,101.00,1.99,30.90,-13.35%,+0.21%,+2.89%,+2.41%,+13.12%,101.17,5.31,16.25,14.71,1.81,2.05,NYQ,98.99,386414,PPG
3622640,14.56,+0.01,0.83,1.09,-4.44,3.40,+0.01 - +0.03%,+0.03%,35.56,35.08,35.08 - 35.56,4/3/2017,1.58,4.42,4.05B,2.16,0.52,2.32,2.79,34.65,4:02pm,24.12B,36.83,35.23,6.73,12.72,-11.12%,+0.03%,+2.41%,+3.18%,+10.60%,35.47,2.44,16.43,15.29,3.21,3.45,NYQ,34.39,2317208,PPL
1642910,60.47,+2.77,5.79,-1.69,-61.26,13.06,+2.77 - +3.37%,+3.37%,85.27,81.39,81.39 - 85.27,12/13/2016,0.58,0.73,1.34B,6.95,1.59,7.09,-10.08,79.11,4:02pm,12.17B,97.29,81.39,5.32,,-41.91%,+3.37%,+7.32%,-1.95%,+18.18%,82.13,1.36,12.22,11.97,2.02,3.24,NYQ,86.59,1860094,PRGO
2127530,130.72,+1.28,5.85,19.82,-0.02,49.11,+1.28 - +1.16%,+1.16%,111.75,109.89,109.89 - 111.75,3/16/2017,3.00,2.76,9.75B,10.42,2.67,11.08,10.12,105.88,2:44pm,48.04B,111.29,110.77,1.18,10.53,-0.02%,+1.16%,+5.52%,+21.57%,+78.43%,110.45,0.84,10.71,10.08,0.75,2.52,NYQ,91.91,1289835,PRU
823671,29.12,+0.18,-2.19,-1.01,-60.52,16.43,+0.18 - +0.08%,+0.08%,218.45,213.94,213.94 - 218.45,12/29/2016,8.00,3.64,1.84B,6.69,1.69,7.45,6.53,219.27,4:01pm,37.65B,218.33,215.60,3.96,33.25,-21.80%,+0.08%,-1.00%,-0.46%,+8.19%,216.90,7.45,32.45,29.14,14.53,6.13,NYQ,218.09,694502,PSA
2308200,43.98,+0.20,-2.99,-1.38,-10.69,6.51,+0.20 - +0.25%,+0.25%,80.39,79.65,79.65 - 80.39,3/1/2017,2.52,3.16,3.10B,4.64,1.47,6.37,3.82,83.17,3:22pm,41.76B,90.87,79.73,-2.71,21.00,-11.76%,+0.25%,-3.59%,-1.69%,+8.84%,79.98,1.82,17.28,12.59,0.60,3.63,NYQ,81.56,1770590,PSX
1310940,60.33,-0.40,-1.26,-12.44,-25.54,19.29,-0.40 - -0.44%,-0.44%,90.44,89.33,89.33 - 90.44,3/24/2017,0.15,0.17,1.07B,6.76,1.61,7.32,7.15,91.12,4:00pm,7.12B,112.47,89.99,2.05,12.57,-22.13%,-0.44%,-1.39%,-12.16%,+27.33%,90.26,1.50,13.29,12.28,0.87,1.41,NYQ,102.30,956999,PVH
1872020,21.66,+0.01,1.78,6.88,-0.68,19.57,+0.01 - +0.03%,+0.03%,37.60,37.06,37.06 - 37.60,,,,475.88M,1.51,0.40,2.02,0.67,35.62,4:00pm,5.65B,37.44,37.40,0.83,56.24,-1.79%,+0.03%,+5.01%,+22.54%,+109.76%,37.39,1.73,24.77,18.51,0.76,4.38,NYQ,30.52,1130185,PWR
1470740,17.57,+0.27,0.35,-1.03,-7.41,16.79,+0.27 - +0.23%,+0.23%,117.74,116.71,116.71 - 117.74,3/15/2017,3.15,2.68,3.46B,5.47,1.43,6.21,5.21,117.24,4:02pm,33.60B,1.60,116.92,3.18,22.57,-5.93%,+0.23%,+0.30%,-0.87%,+16.66%,117.32,6.68,20.52,18.94,3.18,2.32,NYQ,118.62,878174,PX
1669110,61.24,-1.39,13.73,15.89,-2.32,82.34,-1.39 - -0.70%,-0.70%,199.40,196.30,196.30 - 199.40,10/12/2016,0.08,0.04,731.00M,1.67,0.36,4.23,-3.35,183.78,2:16pm,33.58B,225.64,198.41,13.53,,-1.16%,-0.70%,+7.47%,+8.75%,+71.49%,198.90,3.25,112.86,46.69,8.56,4.07,NYQ,181.62,1600651,PXD
6856480,12.19,+0.08,0.96,1.86,-2.82,7.89,+0.08 - +0.19%,+0.19%,41.84,41.27,41.27 - 41.84,,,,2.10B,1.72,0.42,2.03,1.15,40.74,2:26pm,50.36B,46.83,41.69,1.46,36.26,-6.33%,+0.19%,+2.37%,+4.67%,+23.34%,41.62,3.41,24.24,20.54,4.64,3.75,NMS,39.84,3751831,PYPL
12067900,21.12,+1.01,-3.23,-7.42,-15.13,9.48,+1.01 - +1.82%,+1.82%,56.50,55.49,55.49 - 56.50,3/22/2017,2.12,3.93,8.55B,4.67,1.11,4.81,3.28,59.72,4:00pm,83.44B,65.53,55.63,1.13,17.23,-21.13%,+1.82%,-5.41%,-11.61%,+20.17%,55.48,2.63,12.10,11.74,3.45,0.65,NMS,63.91,14109045,QCOM
1562570,38.49,+0.79,7.04,10.91,-0.18,27.31,+0.79 - +1.19%,+1.19%,67.41,66.14,66.14 - 67.41,,,,831.08M,4.52,1.03,5.77,-0.75,60.19,3:52pm,8.50B,64.37,66.42,1.04,,-0.27%,+1.19%,+11.69%,+19.38%,+68.41%,66.44,1.73,14.87,11.65,2.80,6.84,NMS,56.32,665737,QRVO
633084,38.43,+1.86,2.64,7.02,-6.96,24.19,+1.86 - +2.43%,+2.43%,79.17,76.78,76.78 - 79.17,12/16/2016,1.76,2.30,1.78B,5.23,1.37,5.97,4.90,75.82,4:02pm,4.19B,0.39,76.78,0.98,16.01,-8.15%,+2.43%,+3.49%,+9.83%,+44.57%,76.60,1.99,15.00,13.14,0.60,4.28,NYQ,71.44,946499,R
7579930,15.23,+0.39,2.17,7.38,-0.50,17.03,+0.39 - +0.65%,+0.65%,60.49,59.76,59.76 - 60.49,4/3/2017,1.84,3.04,6.03B,2.57,0.66,2.77,4.25,58.24,3:59pm,86.14B,59.06,59.80,2.33,14.21,-0.82%,+0.65%,+3.73%,+13.91%,+39.26%,60.02,3.94,23.51,21.81,6.85,0.77,NYQ,53.03,3232797,RAI
1709250,42.51,+0.42,7.93,18.53,-0.48,31.99,+0.42 - +0.44%,+0.44%,97.42,95.68,95.68 - 97.42,4/5/2017,1.92,2.00,2.38B,7.04,1.42,8.04,5.93,89.01,3:15pm,20.80B,105.41,96.14,0.94,16.35,-0.49%,+0.44%,+8.90%,+23.63%,+49.25%,96.52,2.27,13.75,12.06,2.44,2.42,NYQ,78.41,989769,RCL
960692,42.33,+3.96,17.08,-5.09,-72.48,55.13,+3.96 - +1.05%,+1.05%,381.00,374.00,374.00 - 381.00,,,,1.43B,13.17,3.26,15.70,7.70,363.40,3:02pm,39.99B,422.68,375.43,1.53,49.41,-16.00%,+1.05%,+4.70%,-1.32%,+16.94%,376.52,8.90,28.89,24.23,8.14,1.85,NMS,385.57,549181,REGN
19937800,13.04,+0.11,1.12,3.66,-0.06,8.40,+0.11 - +0.71%,+0.71%,15.66,15.35,15.35 - 15.66,3/31/2017,0.26,1.73,0.00,0.97,0.24,1.12,0.87,14.48,2:30pm,18.95B,15.25,15.65,2.66,17.85,-0.38%,+0.71%,+7.70%,+30.61%,+116.52%,15.49,1.19,16.08,13.93,3.53,1.79,NYQ,11.94,9540511,RF
1258270,8.58,+0.61,-0.39,5.67,-2.90,13.74,+0.61 - +1.29%,+1.29%,48.25,47.35,47.35 - 48.25,3/15/2017,0.96,2.03,616.82M,2.67,0.69,2.87,2.67,48.47,2:30pm,6.08B,47.26,47.35,2.42,18.01,-5.69%,+1.29%,-0.80%,+13.38%,+40.01%,47.47,5.53,18.01,16.75,1.14,2.52,NYQ,42.41,445727,RHI
1942670,7.12,+1.17,6.52,5.19,-1.47,17.60,+1.17 - +1.46%,+1.46%,81.36,79.59,79.59 - 81.36,,,,398.37M,2.27,0.59,2.59,1.31,74.74,2:33pm,14.49B,86.20,79.93,2.24,62.03,-1.78%,+1.46%,+8.73%,+6.82%,+27.65%,80.09,11.25,35.80,31.37,6.14,0.32,NYQ,76.07,880027,RHT
13699300,41.27,-0.29,-1.36,1.45,-3.34,5.65,-0.29 - -2.13%,-2.13%,13.61,13.15,13.15 - 13.61,9/23/2015,0.00,0.00,1.77B,1.14,-0.04,-0.45,3.16,14.68,2:21pm,4.87B,13.41,13.46,-0.15,4.21,-20.05%,-2.13%,-9.25%,+12.26%,+73.78%,13.61,0.33,11.68,,1.15,5.06,NYQ,11.87,7096721,RIG
1594110,43.92,-0.34,-6.81,-19.05,-34.85,3.53,-0.34 - -0.43%,-0.43%,79.99,78.74,78.74 - 79.99,1/13/2017,2.00,2.51,1.01B,5.59,0.84,5.25,1.75,85.96,3:44pm,6.51B,81.00,79.68,5.08,45.25,-30.57%,-0.43%,-7.92%,-19.40%,+4.67%,79.49,1.81,14.16,15.08,0.94,6.65,NYQ,98.20,1334989,RL
1067890,15.94,+0.28,8.66,24.49,-2.95,52.82,+0.28 - +0.18%,+0.18%,152.77,151.53,151.53 - 152.77,3/10/2017,3.04,2.01,1.19B,6.29,1.56,6.82,5.81,143.83,4:02pm,19.61B,148.58,151.53,3.11,26.26,-1.90%,+0.18%,+6.02%,+19.13%,+52.99%,152.21,9.55,24.24,22.36,3.29,2.15,NYQ,128.01,836632,ROK
568913,57.05,+1.37,16.69,25.80,-0.86,47.46,+1.37 - +0.67%,+0.67%,207.60,203.84,203.84 - 207.60,1/23/2017,1.40,0.68,1.30B,9.08,2.24,10.00,6.43,190.05,4:02pm,20.98B,221.82,204.21,1.72,32.15,-0.41%,+0.67%,+8.78%,+14.26%,+29.80%,205.37,3.60,22.77,20.67,5.50,5.20,NYQ,180.94,413444,ROP
